sample_id	NCBI_accession
4e136384-2a1c-4547-916b-f408ce3f315a	SRR15041053
bd4e1432-b374-4760-9953-7e244370de64	SRR15041052
fda6b088-c1da-4e48-a0c5-090c50d0fb21	SRR15040985
9db74338-eab4-4173-ba56-a658dca4a1fa	SRR15040974
bb35cccd-c986-4793-aa43-8361518f27ae	SRR15040963
6e1e76b5-f42d-44d3-ac77-dab6cabc9156	SRR15040952
9126f0d4-dd19-4efb-b377-620d1026088f	SRR15040941
9717cc7a-905a-4fe2-bbf4-1756f8756965	SRR15040930
61584ce5-e405-4726-bedc-a4c9defb53ff	SRR15040919
3f19dd23-0fd7-4dbd-a97c-b65227fda53c	SRR15040908
2f8bb1fd-9e99-48d5-926c-9969a7588c2d	SRR15041051
cd15968d-8292-4b4b-b844-ef3152fb2561	SRR15041040
78fca629-cff5-4e0f-a0db-5209397ad303	SRR15041029
089984f3-c553-4e42-9147-d101d625319c	SRR15041018
de149d3e-902f-49f6-ae9e-dc36444e69d5	SRR15041007
d3a4d226-786b-4eee-9202-767702815afc	SRR15040996
acfbfbf1-727d-47d5-b25a-525cec2a8e4b	SRR15040989
56f572ea-5c35-4e66-91a6-028a4067788a	SRR15040988
ce6a97b4-4b2a-4926-b1f1-f73a625c0670	SRR15040987
8c780ff6-cb31-4ff3-8535-022cac06bf62	SRR15040986
b81dc4df-1352-4e0a-b834-ad2a2f934d76	SRR15040984
6aa5a62f-f9e6-4fd6-b964-bb7c409edde4	SRR15040983
1bb6a4a9-e7fc-4229-9fa8-3d84ea4ed2cd	SRR15040982
f86fdb5d-9a5d-4d6e-a5ae-8e1cfeae23f2	SRR15040981
aa2b75c0-441a-4a78-80ef-7887ebf0d98a	SRR15040980
8094323a-bebe-4580-98e3-7f46194e306f	SRR15040979
a1d6d7b0-7332-4f57-bbd2-667d974287b7	SRR15040978
d1a51f41-338a-4302-b859-277b9dde8118	SRR15040977
19c24c68-f47e-430f-ac70-4ae3e760438e	SRR15040976
7626f986-3968-41bd-adb6-0c062ae7e369	SRR15040975
2c1d6d4d-74dc-4af3-8f3a-9fa3eb96f45b	SRR15040973
a918a80b-3bd8-47c2-aeb7-509d3241b661	SRR15040972
31f917d4-dffa-4d0b-9e6d-07aecd7c1cdf	SRR15040971
60da282c-c9c5-4efd-b24e-844a7a1c41a3	SRR15040970
a7bd0acc-01ae-4465-8b01-99ee99fb4477	SRR15040969
498a1a4d-fbd7-4eb5-8646-3817baa1bac8	SRR15040968
9e309230-c775-4ae1-84a8-042c02c3e181	SRR15040967
98ccc174-1234-4a01-aec4-c416e8b9db72	SRR15040966
32d53f35-ad52-4f48-aa81-b1a683d7acd6	SRR15040965
160c9095-a5e0-4349-9726-20eee890b215	SRR15040964
cafaf583-7497-4d1a-9588-71922d563223	SRR15040962
04d9350b-0a38-45bb-ab62-fe11bb34d1fc	SRR15040961
1f670e62-1d22-44d0-8cd5-6bf01c3ee6f1	SRR15040960
c97edd23-d47c-4a05-abe4-059d71a1cc8c	SRR15040959
84b25d24-1b04-44ab-be06-3f4a51406571	SRR15040958
9b7c648d-13ff-4ca7-b88b-c35b75fbf876	SRR15040957
d33d13ce-b24d-410f-8e10-f4789f9fabdf	SRR15040956
cbedffd8-1f6f-4c57-a4c3-bb42b8788c83	SRR15040955
e03a3355-d36d-4788-8f10-4061091a7aab	SRR15040954
77f1acdf-b7c6-4511-be96-6ffcc88ec359	SRR15040953
08a3b68d-d6c6-443b-b8df-1352238b5e4e	SRR15040951
c163ce9b-68c9-41dc-a86d-1d094480e5d2	SRR15040950
ae271b6f-9f1b-4a64-8764-758e6f6c627a	SRR15040949
1b7b8682-903b-46a9-91e9-12cb43560e36	SRR15040948
e5c2eb18-a9b8-4d77-ba44-55f01dbc3d9d	SRR15040947
0497e34d-0304-401b-a435-2b8ffe0c1a22	SRR15040946
414daa31-599d-4aa1-ad3b-35779639a62e	SRR15040945
3e36d27a-eb15-4de6-9e69-a717485309cc	SRR15040944
6f3bc5f6-af85-4a66-9564-17c666721298	SRR15040943
4a26d18c-2a75-4fd1-9013-4a88c6165aad	SRR15040942
edf29840-a475-4d69-9f3a-be229f11e9a6	SRR15040940
9d07f635-5a5b-44a0-99c6-b29c7f4120b2	SRR15040939
f80d83de-2619-4c52-9983-e32117628131	SRR15040938
def62f37-3382-434b-b3b9-c3e7dc9cb7ff	SRR15040937
6bf99ca5-48ce-46ae-924f-8da9eef60595	SRR15040936
6d2e887c-f6b3-4944-91c0-73ce55260111	SRR15040935
072b7fce-522a-4c1f-b65b-c63bfc44a7e1	SRR15040934
3eb4b142-fcff-4a9f-822e-778ad94886b5	SRR15040933
6f27d8e7-d2dc-4da5-9938-56fa2e75a7ec	SRR15040932
fdc5f66b-d2cc-4e7b-b65a-2a92a141cbb8	SRR15040931
a2464b9a-6d4d-42e6-a1a7-9c61fea8f51d	SRR15040929
590629e4-1812-4d7b-9df1-8bf05ff81177	SRR15040928
5092e6a9-8692-4741-8f28-b5b0f8cab11a	SRR15040927
7023254b-c840-4946-a5ed-5246cdc4a97b	SRR15040926
0b59bbb7-29c4-40a9-b88f-3b55cf615b1d	SRR15040925
367613f5-f3a3-4448-99da-4d204b93b422	SRR15040924
6a2276f1-077f-4645-8271-27b25497b5fa	SRR15040923
618c1ccf-05f7-4c9e-8edb-eb7aa647f641	SRR15040922
117bb260-96c7-4aa5-8284-98b2970bb8b6	SRR15040921
8d300933-5d2f-45bf-b263-3b2571529411	SRR15040920
18f5f131-780b-44db-86e9-c206f2e8a6e2	SRR15040918
6669973a-6d71-4382-b04c-bb149cb2c593	SRR15040917
f89fd70c-253e-4c35-89cd-afad2a1eee65	SRR15040916
4826a558-7c8d-40c4-b4f9-5f0efc3b22ff	SRR15040915
36cd8d84-758f-4c16-b0e5-40aa5446c347	SRR15040914
17932171-1d02-4f31-9ac2-09118943f318	SRR15040913
6dbbf555-4856-4f8f-af8f-508201cdc3bd	SRR15040912
8020a9a5-2c63-4de7-8c78-55902af4734d	SRR15040911
4fff98d3-0e11-42ad-8f04-6ff108c103c9	SRR15040910
1ad2a1b7-9f19-4d3a-a69f-2070cf916434	SRR15040909
9d10f1b7-ccd0-4258-b775-f9cf883a80c8	SRR15040907
97bbc991-c9b9-4c61-899a-4a19c80ad143	SRR15040906
49538447-09fc-4cc1-8d26-ecc14102d5cb	SRR15040905
f408e625-5d93-4612-8e8b-2dc026b5cedc	SRR15040904
13478a5a-1b95-4a7e-8b4f-eaf988187782	SRR15040903
0f0cf647-06d9-4ec3-b6b8-ead2a6f54994	SRR15040902
4dd1fb4e-3c33-46a5-8ffc-ae378c494b0b	SRR15040901
566f5f72-760a-46a1-906d-524ff4e2753a	SRR15040900
14cda2fc-78a9-401d-a392-223b2526573f	SRR15040899
2f186238-b723-4206-b3d4-db48d08491d0	SRR15040898
015a7064-44c5-47b1-9725-238b0495df36	SRR15041050
aab2c669-5731-41fc-89e5-17a97ca13183	SRR15041049
85e1e581-1932-466a-8421-a4f85e3b133e	SRR15041048
faae869b-dbf7-469e-9265-e048118a9ebe	SRR15041047
0365efbf-9aa3-4881-9c02-aca0c8b8699e	SRR15041046
95fdaf9c-aaf3-4e94-bc11-1a99b3762e53	SRR15041045
8a0804fd-382b-4f26-ab2a-283224f60a9f	SRR15041044
e3a3e5bb-4810-4317-a28f-6b4426b8463c	SRR15041043
ff1bf78d-3711-43b9-98ae-21337d309c9b	SRR15041042
f46df6a8-ebce-4e44-b9e4-6fa60f514263	SRR15041041
1508c900-be46-49ae-a9f0-6aff03522fc3	SRR15041039
3f8b7def-bacf-42d8-9bce-8146a2220e5a	SRR15041038
ee549924-92cb-4cfc-a47c-d0cf27061358	SRR15041037
75fbbfd6-d706-4ee4-bcbc-2271ea81853f	SRR15041036
f5cbccb6-a59d-451a-ace2-687fc1f001ed	SRR15041035
f6907206-4567-4b8f-a764-c2abd6553cf7	SRR15041034
cb109bbb-e63e-4f1e-bc1a-1f51ec0c223e	SRR15041033
ffb05e68-a5df-4cb9-9895-0053a33dea3c	SRR15041032
95895ef4-b213-4b12-a561-5972581e093f	SRR15041031
cd8bf254-62c3-4b07-b0e7-d682633aa199	SRR15041030
73e80596-e435-475e-a085-c77c16ce2324	SRR15041028
6b89f80e-acbc-4ffa-9e43-2efd2137b1eb	SRR15041027
b354a8b8-77fd-46a8-a233-2965659c62e2	SRR15041026
7b5b99ef-47ba-4faf-b698-c8074a48e5a1	SRR15041025
8a2bce40-f190-4b55-8bbd-22fe15633c14	SRR15041024
48c30fd1-de11-478b-b145-22004648ce60	SRR15041023
a6423bcf-eb31-465b-a9b6-a57a24b864db	SRR15041022
6205ca72-90d2-438e-9c57-719821e330bb	SRR15041021
532efebf-e838-4ce7-b0e7-8affa8dc926e	SRR15041020
937d7956-3bc3-4e93-ba57-b18836cb77a6	SRR15041019
24068ebb-8f9e-4388-9ed5-00c64cdb7cce	SRR15041017
f681e8bd-93f3-4a27-bfef-205535170b70	SRR15041016
89944bdd-5741-4816-8205-9aa5309d282f	SRR15041015
f59e041e-1212-452a-abb8-e7268b7c9ba3	SRR15041014
5c02d725-92c5-4607-926c-69416f0575d3	SRR15041013
eda9174e-ad25-40f9-96e8-6b2b64489ce7	SRR15041012
0c1642e1-1087-4509-9381-fe3b3518dbfc	SRR15041011
c992749c-a677-4c25-b482-4d46eda418e7	SRR15041010
0f4ec0b0-4cd1-4401-8341-199768c89c8e	SRR15041009
6f89c190-ff6c-4595-97b6-9639376abf3c	SRR15041008
49bcbef9-0690-4e33-83b6-328460b40b10	SRR15041006
1f16a09c-ea79-445f-ad95-7f542f2b6caa	SRR15041005
fa670190-e4d5-44c3-9567-cc582ab016c9	SRR15041004
6d52f097-a184-4830-b3d8-d50aea91446f	SRR15041003
344ec29e-b335-4a02-b2b4-8014889275a4	SRR15041002
45aa4e50-d29d-413d-ac68-6f6ea2deb32c	SRR15041001
721497c5-afd1-441c-822f-b5e3de94e26c	SRR15041000
3c5cccb3-f9ce-4d2a-9849-1a56fc6b0d9f	SRR15040999
f0c40728-6df8-4815-9827-6a9792114c8a	SRR15040998
15eb0968-d674-4e34-ab49-216bf45a7a8c	SRR15040997
85cfe3d9-0d2d-4aeb-9907-2199d5058396	SRR15040995
d388c907-66e1-45b5-82ac-f3a3ec0c0813	SRR15040994
e6d531b1-d670-4447-a2ab-dee141251425	SRR15040993
429077eb-5fa4-4b15-a410-6b12577f6cfe	SRR15040992
ae1db423-e7ca-4f8b-81b2-c55748b24ee9	SRR15040991
c37831e2-b353-43b3-95a6-7e3c51c6f040	SRR15040990
